filename,min_dist,I_sc
TER_0664.pdb,14.3613,-12.3880
TER_0665.pdb,22.6443,-2.7480
TER_0666.pdb,15.7194,-6.8310
TER_0667.pdb,14.4434,-8.7170
TER_0668.pdb,19.4459,-13.8150
TER_0669.pdb,15.8141,-18.8720
TER_0670.pdb,13.9690,-12.0490
TER_0671.pdb,26.6931,-5.0100
TER_0672.pdb,19.0887,-17.4680
TER_0673.pdb,19.7193,-10.6930
TER_0674.pdb,22.1310,-3.7820
TER_0675.pdb,19.5923,-6.8190
TER_0676.pdb,28.6973,-2.6020
TER_0677.pdb,29.0069,-15.0180
TER_0678.pdb,11.7677,-17.2360
TER_0679.pdb,21.5558,-16.0350
TER_0680.pdb,15.0011,-14.4820
TER_0681.pdb,31.4799,-2.5550
TER_0682.pdb,11.4410,-13.3620
TER_0683.pdb,15.2682,-9.9760
TER_0684.pdb,17.6989,-13.5740
TER_0685.pdb,18.3352,-11.7570
TER_0686.pdb,11.2312,-9.0600
TER_0687.pdb,10.8101,-7.7820
TER_0688.pdb,83.5986,0.0000
TER_0689.pdb,15.1996,-13.5500
TER_0690.pdb,24.2796,-19.0980
TER_0691.pdb,25.0145,-13.1040
TER_0692.pdb,12.4797,-9.7360
TER_0693.pdb,34.9355,0.0000
TER_0694.pdb,18.7044,-2.0840
TER_0695.pdb,9.6164,-12.9300
TER_0696.pdb,14.6642,-6.9000
TER_0697.pdb,15.6945,-13.3960
TER_0698.pdb,15.9097,-10.6870
TER_0699.pdb,20.7977,-14.0960
TER_0700.pdb,27.2259,-2.1120
TER_0701.pdb,17.3043,-12.5260
TER_0702.pdb,18.8569,-6.6150
TER_0703.pdb,20.2718,-6.4490
TER_0704.pdb,20.5397,-9.7740
TER_0705.pdb,23.3377,-12.5720
TER_0706.pdb,28.8354,-0.1990
TER_0707.pdb,20.0174,-9.3640
TER_0708.pdb,43.9789,-8.5130
TER_0709.pdb,15.0836,-15.3620
TER_0710.pdb,21.5729,-10.6850
TER_0711.pdb,21.0188,-14.8220
TER_0712.pdb,25.7692,-5.7790
TER_0713.pdb,19.1606,-13.5780
TER_0714.pdb,16.1553,-11.4480
TER_0715.pdb,17.9461,-10.6710
TER_0716.pdb,51.1826,0.0000
TER_0717.pdb,14.4320,-11.7250
TER_0718.pdb,20.4037,-13.1870
TER_0719.pdb,17.0696,-3.8410
TER_0720.pdb,31.6868,-11.0410
TER_0721.pdb,15.7010,-7.1240
TER_0722.pdb,15.6883,-12.4300
TER_0723.pdb,14.9827,-7.1660
TER_0724.pdb,18.4590,-2.3530
TER_0725.pdb,17.1864,-14.3120
TER_0726.pdb,16.5909,-27.7460
TER_0727.pdb,15.8559,-14.1030
TER_0728.pdb,19.7387,-8.2270
TER_0729.pdb,11.0969,-19.4710
TER_0730.pdb,13.4238,-6.7290
TER_0731.pdb,14.1558,-10.5110
TER_0732.pdb,19.2862,-8.9980
TER_0733.pdb,22.6626,-7.6700
TER_0734.pdb,29.7297,-0.3880
TER_0735.pdb,16.2219,-10.4710
TER_0736.pdb,11.8784,-13.9930
TER_0737.pdb,17.2491,-12.0720
TER_0738.pdb,18.3943,-13.5630
TER_0739.pdb,9.4824,-13.6060
TER_0740.pdb,11.3553,-13.9400
TER_0741.pdb,11.7042,-17.5400
TER_0742.pdb,35.0652,0.0000
TER_0743.pdb,24.7344,-1.4060
TER_0744.pdb,19.0857,-11.3740
TER_0745.pdb,23.9565,-8.7690
TER_0746.pdb,13.9166,-10.7520
TER_0747.pdb,15.0621,-9.2840
TER_0748.pdb,13.0957,-16.2610
TER_0749.pdb,12.0666,-12.0860
TER_0750.pdb,13.9649,-8.8430
TER_0751.pdb,15.0156,-13.7660
TER_0752.pdb,30.9510,-3.2290
TER_0753.pdb,14.9517,-15.9770
TER_0754.pdb,17.4250,-12.6910
TER_0755.pdb,10.9218,-10.9800
TER_0756.pdb,18.6850,-8.1360
TER_0757.pdb,16.3900,-11.3200
TER_0758.pdb,23.5056,-11.2140
TER_0759.pdb,15.5129,-9.6310
TER_0760.pdb,16.6924,-5.9210
TER_0761.pdb,24.7570,-3.6560
TER_0762.pdb,21.0517,-20.4790
TER_0763.pdb,20.5729,-10.7820
TER_0764.pdb,18.5716,-14.3250
TER_0765.pdb,28.3468,-4.9510
TER_0766.pdb,16.5343,-9.2340
TER_0767.pdb,18.5715,-13.1830
TER_0768.pdb,19.2281,-7.3480
TER_0769.pdb,14.8427,-14.3380
TER_0770.pdb,28.8733,0.0000
TER_0771.pdb,18.5154,-15.7470
TER_0772.pdb,15.4838,-11.0570
TER_0773.pdb,17.0912,-9.8610
TER_0774.pdb,29.3432,-14.1890
TER_0775.pdb,15.0291,-10.2630
TER_0776.pdb,20.5259,-3.8680
TER_0777.pdb,24.5323,-11.1040
TER_0778.pdb,13.1480,-10.3660
TER_0779.pdb,16.7773,-15.4640
TER_0780.pdb,12.7102,-16.4410
TER_0781.pdb,19.5130,-4.6750
TER_0782.pdb,16.8658,-13.5250
TER_0783.pdb,18.7746,-18.6040
TER_0784.pdb,11.4467,-14.0030
TER_0785.pdb,41.6978,0.0000
TER_0786.pdb,17.5881,-11.0620
TER_0787.pdb,20.6075,0.0000
TER_0788.pdb,150.0038,0.0000
TER_0789.pdb,11.4283,-12.8600
TER_0790.pdb,30.5226,-7.0300
TER_0791.pdb,18.3659,-17.9400
TER_0792.pdb,22.0730,-10.1930
TER_0793.pdb,22.3080,-0.9980
TER_0794.pdb,12.2420,-10.5670
TER_0795.pdb,10.9033,-10.1500
TER_0796.pdb,20.3589,-2.5280
TER_0797.pdb,17.4045,-8.8210
TER_0798.pdb,26.1097,-5.1770
TER_0799.pdb,20.8614,-7.2500
TER_0800.pdb,21.6143,-3.3940
TER_0801.pdb,17.4267,-7.2400
TER_0802.pdb,43.5775,-3.1120
TER_0803.pdb,24.0717,-10.7050
TER_0804.pdb,11.5294,-13.0140
TER_0805.pdb,20.7400,-15.7590
TER_0806.pdb,18.2872,-6.5310
TER_0807.pdb,22.6241,-10.3640
TER_0808.pdb,13.0367,-14.0700
TER_0809.pdb,24.2223,-3.2980
TER_0810.pdb,11.2223,-13.7530
TER_0811.pdb,14.5556,-14.5480
TER_0812.pdb,14.3961,-11.3890
TER_0813.pdb,15.9477,-7.6410
TER_0814.pdb,39.2486,0.0000
TER_0815.pdb,11.2882,-9.2360
TER_0816.pdb,17.3518,-15.1340
TER_0817.pdb,19.7389,-6.3630
TER_0818.pdb,14.6835,-16.3590
TER_0819.pdb,17.6727,-9.4820
TER_0820.pdb,31.4086,-0.2460
TER_0821.pdb,33.4036,-5.1950
TER_0822.pdb,16.5434,-10.9340
TER_0823.pdb,32.6487,-0.2350
TER_0824.pdb,14.3025,-13.5620
TER_0825.pdb,17.0478,-8.1620
TER_0826.pdb,17.7480,-3.7710
TER_0827.pdb,16.5143,-10.8390
TER_0828.pdb,14.2852,-10.3770
TER_0829.pdb,25.0107,-2.8890
TER_0830.pdb,21.8716,-12.2380
TER_0831.pdb,15.0006,-15.4390
TER_0832.pdb,13.6442,-16.6270
TER_0833.pdb,12.5607,-5.5120
TER_0834.pdb,21.2521,-12.9100
TER_0835.pdb,21.2562,-10.5300
TER_0836.pdb,22.1768,-1.3790
TER_0837.pdb,14.3865,-15.0940
TER_0838.pdb,11.0580,-10.1250
TER_0839.pdb,20.5362,-16.6410
TER_0840.pdb,19.9246,-19.6250
TER_0841.pdb,15.6949,-8.2260
TER_0842.pdb,19.1613,-16.5010
TER_0843.pdb,14.8765,-12.6430
TER_0844.pdb,10.4971,-21.0810
TER_0845.pdb,16.0036,-12.0670
TER_0846.pdb,16.6591,-8.4360
TER_0847.pdb,26.0457,-12.4580
TER_0848.pdb,21.4794,-8.3920
TER_0849.pdb,21.4420,-13.3480
TER_0850.pdb,13.1159,-19.8410
TER_0851.pdb,21.8395,-2.9540
TER_0852.pdb,17.8035,-10.1020
TER_0853.pdb,12.3586,-20.0350
TER_0854.pdb,17.8692,-8.6720
TER_0855.pdb,21.6725,-10.9710
TER_0856.pdb,32.3160,-0.2820
TER_0857.pdb,21.5872,-12.2990
TER_0858.pdb,20.1009,-17.3970
TER_0859.pdb,10.1202,-11.4450
TER_0860.pdb,58.9706,0.0000
TER_0861.pdb,24.0179,-18.5000
TER_0862.pdb,10.8641,-13.7120
TER_0863.pdb,37.9381,0.0000
TER_0864.pdb,13.2070,-17.5960
TER_0865.pdb,10.9597,-13.3710
TER_0866.pdb,11.7162,-6.2460
TER_0867.pdb,25.6138,-10.3940
TER_0868.pdb,12.1342,-17.9860
TER_0869.pdb,19.1918,-0.0920
TER_0870.pdb,17.2973,-12.6460
TER_0871.pdb,27.1850,-5.6930
TER_0872.pdb,14.5235,-18.2680
TER_0873.pdb,16.3640,-17.0610
TER_0874.pdb,67.6426,0.0000
TER_0875.pdb,15.4565,-12.2020
TER_0876.pdb,14.5751,-17.8520
TER_0877.pdb,12.6979,-11.8120
TER_0878.pdb,15.5735,-14.0920
TER_0879.pdb,23.4256,-8.7170
TER_0880.pdb,20.4155,-7.1950
TER_0881.pdb,13.9397,-14.4570
TER_0882.pdb,13.9112,-18.2280
TER_0883.pdb,21.4209,-8.1580
TER_0884.pdb,10.0101,-19.7950
TER_0885.pdb,24.1491,-11.9870
TER_0886.pdb,16.6795,-12.8250
TER_0887.pdb,24.0238,-15.9170
TER_0888.pdb,51.2569,0.0000
TER_0889.pdb,24.3252,-15.7490
TER_0890.pdb,37.8037,0.0000
TER_0891.pdb,26.9363,-6.0840
TER_0892.pdb,19.9252,-14.6020
TER_0893.pdb,11.4071,-18.2360
TER_0894.pdb,16.6085,-16.2420
TER_0895.pdb,17.8861,-11.6530
TER_0896.pdb,14.7910,-18.2140
TER_0897.pdb,12.3655,-13.3870
TER_0898.pdb,15.9250,-16.0350
TER_0899.pdb,21.7594,-16.0550
TER_0900.pdb,35.1760,-1.6150
TER_0901.pdb,15.5160,-13.4940
TER_0902.pdb,34.6575,-10.1760
TER_0903.pdb,18.2056,-12.9180
TER_0904.pdb,13.1400,-6.5790
TER_0905.pdb,22.1512,-9.2220
TER_0906.pdb,18.4095,-12.2100
TER_0907.pdb,16.2089,-6.5430
TER_0908.pdb,26.4721,-2.3370
TER_0909.pdb,26.1465,-0.0470
TER_0910.pdb,17.2575,-9.7350
TER_0911.pdb,11.9323,-10.6190
TER_0912.pdb,11.9058,-17.2180
TER_0913.pdb,19.8292,-11.4690
TER_0914.pdb,13.2677,-3.2810
TER_0915.pdb,16.4927,-6.2830
TER_0916.pdb,10.5434,-15.1530
TER_0917.pdb,12.3345,-10.1750
TER_0918.pdb,11.4645,-10.5700
TER_0919.pdb,16.5497,-16.5770
TER_0920.pdb,21.2395,-7.0320
TER_0921.pdb,16.5850,-23.2230
TER_0922.pdb,16.1976,-15.2210
TER_0923.pdb,15.8205,-8.8620
TER_0924.pdb,21.1926,-3.6930
TER_0925.pdb,12.4097,-10.2510
TER_0926.pdb,14.9219,-12.7900
TER_0927.pdb,56.9184,0.0000
TER_0928.pdb,10.7407,-15.2840
TER_0929.pdb,13.6215,-11.7520
TER_0930.pdb,11.2108,-17.1310
TER_0931.pdb,17.1544,-4.7510
TER_0932.pdb,13.3058,-12.6670
TER_0933.pdb,14.2568,-9.6810
TER_0934.pdb,24.7344,-8.3490
TER_0935.pdb,14.2296,-16.7560
TER_0936.pdb,23.9286,-8.7780
TER_0937.pdb,14.9711,-13.4560
TER_0938.pdb,14.1298,-10.8660
TER_0939.pdb,23.8090,-8.8050
TER_0940.pdb,16.0362,-9.9750
TER_0941.pdb,15.3130,-15.7820
TER_0942.pdb,20.0721,-19.4730
TER_0943.pdb,16.3728,-7.4470
TER_0944.pdb,19.8222,-9.9500
TER_0945.pdb,15.3213,-9.2380
TER_0946.pdb,14.4392,-10.0850
TER_0947.pdb,16.7102,-10.7240
TER_0948.pdb,37.4493,-6.3430
TER_0949.pdb,15.1901,-14.8190
TER_0950.pdb,14.6623,-11.7360
TER_0951.pdb,40.4294,0.0000
TER_0952.pdb,38.7664,0.0000
TER_0953.pdb,19.2985,-15.8960
TER_0954.pdb,20.9865,-7.1120
TER_0955.pdb,14.9301,-7.4990
TER_0956.pdb,46.3402,0.0000
TER_0957.pdb,15.8172,-15.3300
TER_0958.pdb,10.4323,-10.0610
TER_0959.pdb,21.1415,-15.2050
TER_0960.pdb,12.6899,-11.1980
TER_0961.pdb,10.7879,-27.0500
TER_0962.pdb,16.1515,-16.8470
TER_0963.pdb,21.2549,-10.7700
TER_0964.pdb,16.0737,-10.3620
TER_0965.pdb,18.9905,-9.5800
TER_0966.pdb,20.1456,-12.4310
TER_0967.pdb,15.9865,-8.8500
TER_0968.pdb,21.5021,-5.5240
TER_0969.pdb,23.7388,-6.7480
TER_0970.pdb,10.2380,-9.4690
TER_0971.pdb,15.0487,-9.1190
TER_0972.pdb,20.9890,-3.2910
TER_0973.pdb,19.6781,-14.4350
TER_0974.pdb,20.4995,-7.1510
TER_0975.pdb,13.9138,-8.2870
TER_0976.pdb,14.1010,-15.0700
TER_0977.pdb,11.2637,-11.2610
TER_0978.pdb,14.0238,-18.9170
TER_0979.pdb,14.0650,-12.5200
TER_0980.pdb,26.5566,-11.8880
TER_0981.pdb,24.2233,-10.3150
TER_0982.pdb,14.0865,-18.2210
TER_0983.pdb,20.2994,-2.5630
TER_0984.pdb,24.3845,-13.3630
TER_0985.pdb,23.4971,-15.3230
TER_0986.pdb,16.6673,-11.1940
TER_0987.pdb,21.0118,-8.7400
TER_0988.pdb,14.7343,-10.0810
TER_0989.pdb,17.3178,-9.1070
TER_0990.pdb,14.4774,-10.4410
TER_0991.pdb,17.4768,-11.4850
TER_0992.pdb,52.7610,-7.3790
TER_0993.pdb,20.4787,-11.4500
TER_0994.pdb,16.5773,-15.0320
TER_0995.pdb,15.6109,-15.0020
TER_0996.pdb,15.3302,-11.9610
TER_0997.pdb,19.7397,-11.9240
TER_0998.pdb,17.4406,-8.4350
TER_0999.pdb,16.1724,-11.7640
TER_1000.pdb,20.3816,-15.6080
TER_1001.pdb,12.5751,-9.7980
TER_1002.pdb,26.7396,-9.2260
TER_1003.pdb,14.6252,-8.9460
TER_1004.pdb,16.5841,-23.1210
TER_1005.pdb,22.1118,-12.2270
TER_1006.pdb,16.0865,-5.7390
TER_1007.pdb,13.4774,-5.9250
TER_1008.pdb,36.7083,0.0000
TER_1009.pdb,18.6361,-3.5820
TER_1010.pdb,16.1006,-20.8640
TER_1011.pdb,16.4328,-16.5980
TER_1012.pdb,31.6733,-13.1450
TER_1013.pdb,17.1203,-4.9310
TER_1014.pdb,15.8869,-15.0450
TER_1015.pdb,11.2475,-13.4500
TER_1016.pdb,21.8311,-3.2330
TER_1017.pdb,12.5173,-11.0350
TER_1018.pdb,21.6374,-12.7900
TER_1019.pdb,23.9317,-15.8650
TER_1020.pdb,20.1911,-10.9080
TER_1021.pdb,14.3404,-19.0890
TER_1022.pdb,15.0551,-15.8330
TER_1023.pdb,14.2911,-10.2290
TER_1024.pdb,19.9760,-6.0630
TER_1025.pdb,11.8264,-9.1150
TER_1026.pdb,10.5685,-10.0570
TER_1027.pdb,10.6873,-8.4220
TER_1028.pdb,12.7666,-16.4240
TER_1029.pdb,18.9540,-13.9210
TER_1030.pdb,20.3774,-5.6600
TER_1031.pdb,15.7069,-12.8860
TER_1032.pdb,28.0325,-0.1630
TER_1033.pdb,15.8394,-11.3520
TER_1034.pdb,12.7889,-11.4830
TER_1035.pdb,15.6072,-6.2990
TER_1036.pdb,18.2541,-10.8060
TER_1037.pdb,21.1975,-8.9490
TER_1038.pdb,13.4706,-20.4530
TER_1039.pdb,14.1428,-7.4810
TER_1040.pdb,12.0157,-10.2850
TER_1041.pdb,22.0271,-18.7190
TER_1042.pdb,26.8238,-12.9770
TER_1043.pdb,15.6945,-10.5640
TER_1044.pdb,17.0068,-8.1920
TER_1045.pdb,20.5294,-7.6240
TER_1046.pdb,16.5412,-4.6190
TER_1047.pdb,11.1549,-16.2180
TER_1048.pdb,22.3844,-9.1080
TER_1049.pdb,13.7325,-9.0720
TER_1050.pdb,17.2406,-11.1420
TER_1051.pdb,15.7717,-12.3460
TER_1052.pdb,17.7570,-11.0080
TER_1053.pdb,13.1024,-7.2000
TER_1054.pdb,16.2733,-9.7960
TER_1055.pdb,21.9618,-15.2900
TER_1056.pdb,21.0689,-8.4400
TER_1057.pdb,16.4395,-15.0130
TER_1058.pdb,19.4607,-17.1850
TER_1059.pdb,20.4045,-17.8500
TER_1060.pdb,11.3587,-11.5520
TER_1061.pdb,16.7302,-10.6820
TER_1062.pdb,17.7454,-13.3580
TER_1063.pdb,14.2470,-11.2010
TER_1064.pdb,13.7686,-13.4190
TER_1065.pdb,16.4135,-16.3720
TER_1066.pdb,9.8638,-12.6420
TER_1067.pdb,21.1826,-9.4390
TER_1068.pdb,12.2764,-11.6390
TER_1069.pdb,17.9125,-15.4500
TER_1070.pdb,22.4440,-1.5090
TER_1071.pdb,27.5347,-2.6830
TER_1072.pdb,22.9106,-18.9600
TER_1073.pdb,22.0264,-7.4970
TER_1074.pdb,23.3220,-10.6720
TER_1075.pdb,24.6328,-9.5220
TER_1076.pdb,16.9608,-17.6000
TER_1077.pdb,37.4827,0.0000
TER_1078.pdb,34.6205,0.0000
TER_1079.pdb,13.7238,-16.2390
TER_1080.pdb,16.8493,-18.7640
TER_1081.pdb,16.1978,-13.8400
TER_1082.pdb,17.0621,-10.8840
TER_1083.pdb,25.9432,-16.7020
TER_1084.pdb,14.7626,-14.9920
TER_1085.pdb,37.7718,0.0000
TER_1086.pdb,16.2402,-5.6840
TER_1087.pdb,28.8740,-4.2260
TER_1088.pdb,18.5658,-11.2030
TER_1089.pdb,22.2369,-8.9750
TER_1090.pdb,21.8376,-3.7350
TER_1091.pdb,18.8143,-4.1780
TER_1092.pdb,13.0309,-14.4700
TER_1093.pdb,10.6901,-17.1020
TER_1094.pdb,12.7394,-6.8760
TER_1095.pdb,12.3581,-12.6230
TER_1096.pdb,18.5318,-15.0670
TER_1097.pdb,19.7124,-10.3680
TER_1098.pdb,14.8040,-13.1940
TER_1099.pdb,15.5977,-10.9720
TER_1100.pdb,12.6111,-8.3230
TER_1101.pdb,32.0738,-0.1550
TER_1102.pdb,22.9175,-12.8850
TER_1103.pdb,10.8009,-10.1750
TER_1104.pdb,15.7615,-10.6530
TER_1105.pdb,11.2896,-14.4630
TER_1106.pdb,16.3610,-10.8320
TER_1107.pdb,15.8436,-9.2320
TER_1108.pdb,15.3977,-11.9040
TER_1109.pdb,15.1216,-10.4060
TER_1110.pdb,11.8466,-11.0470
TER_1111.pdb,12.4084,-9.7780
TER_1112.pdb,20.6421,-13.6230
TER_1113.pdb,15.4675,-10.6860
TER_1114.pdb,22.5334,-7.3070
TER_1115.pdb,25.2733,-0.3940
TER_1116.pdb,22.0458,-6.1400
TER_1117.pdb,13.1106,-9.3700
TER_1118.pdb,20.6503,-14.8060
TER_1119.pdb,20.9229,-12.6300
TER_1120.pdb,13.4170,-15.8530
TER_1121.pdb,11.6144,-10.8640
TER_1122.pdb,22.5041,-13.3120
TER_1123.pdb,14.9164,-19.4850
TER_1124.pdb,11.5266,-14.8060
TER_1125.pdb,24.5571,-6.4780
TER_1126.pdb,12.5316,-10.8100
TER_1127.pdb,13.3067,-11.6940
TER_1128.pdb,29.9217,-4.7080
TER_1129.pdb,19.4637,-7.5420
TER_1130.pdb,13.6859,-12.8720
TER_1131.pdb,16.1898,-9.4480
TER_1132.pdb,42.7773,-0.0980
TER_1133.pdb,16.9175,-11.7890
TER_1134.pdb,13.8460,-16.9530
TER_1135.pdb,15.3117,-6.8700
TER_1136.pdb,19.7010,-9.3210
TER_1137.pdb,16.9530,-8.1970
TER_1138.pdb,39.5005,-6.3230
TER_1139.pdb,13.3468,-8.4710
TER_1140.pdb,18.6436,-9.1790
TER_1141.pdb,24.0471,-6.0520
TER_1142.pdb,17.2769,-8.8380
TER_1143.pdb,22.0688,-9.1140
TER_1144.pdb,16.0453,-10.9660
TER_1145.pdb,18.2368,-12.1880
TER_1146.pdb,15.4853,-13.1350
TER_1147.pdb,14.5892,-15.6600
TER_1148.pdb,10.5568,-10.2000
TER_1149.pdb,14.8182,-19.1010
TER_1150.pdb,14.5873,-11.6700
TER_1151.pdb,16.3127,-17.8270
TER_1152.pdb,15.4183,-12.1560
TER_1153.pdb,22.9265,-11.8050
TER_1154.pdb,12.7933,-12.9010
TER_1155.pdb,16.8579,-11.1540
TER_1156.pdb,18.1889,-17.6820
TER_1157.pdb,11.0750,-14.0270
TER_1158.pdb,10.7412,-17.1980
TER_1159.pdb,21.4404,-11.1710
TER_1160.pdb,19.1459,-15.8130
TER_1161.pdb,27.1902,-4.1700
TER_1162.pdb,25.2989,-5.8880
TER_1163.pdb,18.0069,-11.1760
TER_1164.pdb,17.6419,-14.8720
TER_1165.pdb,16.6230,-16.0010
TER_1166.pdb,49.1033,0.0000
TER_1167.pdb,16.9905,-11.2520
TER_1168.pdb,16.4325,-7.2070
TER_1169.pdb,9.9034,-16.6040
TER_1170.pdb,26.3103,-10.6370
TER_1171.pdb,14.6826,-16.6040
TER_1172.pdb,10.8446,-11.2110
TER_1173.pdb,16.7054,-15.2650
TER_1174.pdb,21.6821,-11.0900
TER_1175.pdb,28.8841,-7.5430
TER_1176.pdb,15.4866,-6.8750
TER_1177.pdb,30.1166,-3.4620
TER_1178.pdb,14.4598,-10.7160
TER_1179.pdb,17.9561,-19.0940
TER_1180.pdb,14.3465,-8.0570
TER_1181.pdb,15.6046,-6.3990
TER_1182.pdb,23.9342,-6.4930
TER_1183.pdb,14.5415,-16.9030
TER_1184.pdb,10.8122,-11.1090
TER_1185.pdb,16.0960,-8.2700
TER_1186.pdb,22.8865,-8.2550
TER_1187.pdb,16.1673,-12.1220
TER_1188.pdb,15.6711,-13.1870
TER_1189.pdb,23.1251,-8.4990
TER_1190.pdb,13.1555,-14.1290
TER_1191.pdb,16.8906,-15.8330
TER_1192.pdb,9.5346,-16.3560
TER_1193.pdb,10.3785,-11.1380
TER_1194.pdb,16.1811,-10.7190
TER_1195.pdb,16.0122,-13.8950
TER_1196.pdb,15.3536,-15.2280
TER_1197.pdb,16.4716,-6.3650
TER_1198.pdb,20.0399,-7.4040
TER_1199.pdb,22.8408,-9.6900
TER_1200.pdb,16.5726,-5.0560
TER_1201.pdb,16.9257,-9.5290
TER_1202.pdb,16.0680,-9.8020
TER_1203.pdb,15.6024,-11.6460
TER_1204.pdb,17.1182,-10.7030
TER_1205.pdb,13.9134,-5.6450
TER_1206.pdb,11.9129,-23.4960
TER_1207.pdb,15.6622,-13.7380
TER_1208.pdb,30.6522,-0.0860
TER_1209.pdb,13.7566,-8.9390
TER_1210.pdb,21.0733,-12.2620
TER_1211.pdb,19.7784,-9.9560
TER_1212.pdb,19.7056,-11.7710
TER_1213.pdb,17.9439,-9.8200
TER_1214.pdb,13.7556,-14.4650
TER_1215.pdb,15.8426,-14.5180
TER_1216.pdb,15.1179,-10.9770
TER_1217.pdb,21.6426,-17.4190
TER_1218.pdb,11.8064,-18.9610
TER_1219.pdb,10.9903,-14.0660
TER_1220.pdb,15.4878,-15.0870
TER_1221.pdb,30.6632,-14.0520
TER_1222.pdb,31.5959,-8.7370
TER_1223.pdb,29.3011,-1.8820
TER_1224.pdb,23.9525,-11.4080
TER_1225.pdb,15.6025,-8.0240
TER_1226.pdb,11.8930,-13.4500
TER_1227.pdb,12.5815,-13.2440
TER_1228.pdb,13.8418,-15.1420
TER_1229.pdb,22.0415,-10.7770
TER_1230.pdb,20.6182,-9.8980
TER_1231.pdb,13.3578,-10.5790
TER_1232.pdb,18.2634,-12.1480
TER_1233.pdb,15.3834,-6.9450
TER_1234.pdb,11.7210,-13.0850
TER_1235.pdb,14.7809,-11.5490
TER_1236.pdb,14.7761,-11.7120
TER_1237.pdb,16.5451,-6.4000
TER_1238.pdb,14.8162,-15.1610
TER_1239.pdb,22.1920,-16.4780
TER_1240.pdb,11.2157,-10.9290
TER_1241.pdb,25.0000,-2.9930
TER_1242.pdb,11.5689,-12.4200
TER_1243.pdb,18.9231,-9.4660
TER_1244.pdb,18.5236,-7.9300
TER_1245.pdb,11.9059,-14.0570
TER_1246.pdb,15.7293,-15.7440
TER_1247.pdb,17.5549,-13.6310
TER_1248.pdb,21.1911,-6.3990
TER_1249.pdb,11.9606,-14.5940
TER_1250.pdb,22.3463,-6.8160
TER_1251.pdb,27.5304,-4.1170
TER_1252.pdb,23.2515,-19.7660
TER_1253.pdb,22.5364,-14.3380
TER_1254.pdb,14.0361,-11.3990
TER_1255.pdb,38.9895,0.0000
TER_1256.pdb,20.2829,-17.7120
TER_1257.pdb,16.4374,-11.3770
TER_1258.pdb,15.0166,-11.5310
TER_1259.pdb,15.4089,-10.2380
TER_1260.pdb,19.7934,-8.8890
TER_1261.pdb,17.6287,-8.1270
TER_1262.pdb,22.2432,-16.9380
TER_1263.pdb,21.5757,-2.8230
TER_1264.pdb,13.6347,-16.7220
TER_1265.pdb,15.9499,-12.4900
TER_1266.pdb,17.1259,-10.5850
TER_1267.pdb,13.1644,-12.3930
TER_1268.pdb,17.3010,-11.4800
TER_1269.pdb,16.2008,-18.4670
TER_1270.pdb,14.8898,-15.2250
TER_1271.pdb,12.9946,-15.4230
TER_1272.pdb,11.5459,-15.2420
TER_1273.pdb,13.4865,-13.4930
TER_1274.pdb,21.3807,-14.0930
TER_1275.pdb,24.9930,-8.0980
TER_1276.pdb,30.8836,-0.3140
TER_1277.pdb,11.6974,-13.3990
TER_1278.pdb,14.4318,-10.4140
TER_1279.pdb,21.6281,-14.0240
TER_1280.pdb,23.5121,-13.0940
TER_1281.pdb,13.5278,-12.7770
TER_1282.pdb,10.4704,-7.8740
TER_1283.pdb,16.9912,-11.4830
TER_1284.pdb,18.4052,-10.8880
TER_1285.pdb,17.5298,-10.1790
TER_1286.pdb,21.5077,-8.0650
TER_1287.pdb,15.7200,-9.6270
TER_1288.pdb,20.3165,-16.4540
TER_1289.pdb,23.8785,-0.0360
TER_1290.pdb,16.0641,-12.4320
TER_1291.pdb,16.1745,-15.1540
TER_1292.pdb,11.7163,-14.4020
TER_1293.pdb,16.3155,-8.3190
TER_1294.pdb,23.1813,-4.7630
TER_1295.pdb,14.6774,-12.0790
TER_1296.pdb,12.4984,-11.0080
TER_1297.pdb,16.5554,-21.2710
TER_1298.pdb,14.7565,-12.9840
TER_1299.pdb,18.0460,-14.3910
TER_1300.pdb,15.4323,-13.3460
TER_1301.pdb,22.7134,-10.4690
TER_1302.pdb,17.8669,-11.8610
TER_1303.pdb,11.8156,-8.3800
TER_1304.pdb,12.4566,-11.7750
TER_1305.pdb,13.8281,-12.1480
TER_1306.pdb,14.5707,-11.8930
TER_1307.pdb,11.6210,-9.5340
TER_1308.pdb,19.0080,-11.6490
TER_1309.pdb,29.3935,-1.6020
TER_1310.pdb,21.5873,-8.5030
TER_1311.pdb,24.5289,-4.7090
TER_1312.pdb,14.5676,-16.5300
TER_1313.pdb,22.4840,-6.2560
TER_1314.pdb,21.6540,-13.0160
TER_1315.pdb,22.8540,-8.9580
TER_1316.pdb,22.7068,-10.3560
TER_1317.pdb,23.8809,-13.1130
TER_1318.pdb,20.6397,-17.8730
TER_1319.pdb,12.4206,-9.4670
TER_1320.pdb,26.4026,-3.8650
TER_1321.pdb,12.7557,-19.5730
TER_1322.pdb,15.0701,-14.0530
TER_1323.pdb,16.1876,-19.0760
TER_1324.pdb,13.7651,-14.3890
TER_1325.pdb,13.5460,-12.8740
TER_1326.pdb,27.5344,-4.6620
TER_1327.pdb,21.2476,-6.9130
TER_1328.pdb,15.1217,-15.4120
TER_1329.pdb,12.5671,-8.4630
TER_1330.pdb,29.0111,-4.0800
