filename,min_dist,I_sc
TER_1331.pdb,24.2697,-3.6490
TER_1332.pdb,11.3416,-14.0270
TER_1333.pdb,15.5822,-12.1360
TER_1334.pdb,17.0481,-16.6940
TER_1335.pdb,18.0385,-3.1630
TER_1336.pdb,21.5781,-10.1900
TER_1337.pdb,20.8589,-18.9720
TER_1338.pdb,19.3033,-15.0950
TER_1339.pdb,12.7279,-19.3580
TER_1340.pdb,13.4053,-11.7800
TER_1341.pdb,19.9057,-12.8850
TER_1342.pdb,16.5721,-8.7510
TER_1343.pdb,19.1854,-8.3800
TER_1344.pdb,14.3694,-13.9190
TER_1345.pdb,10.3207,-12.7210
TER_1346.pdb,14.3415,-13.9630
TER_1347.pdb,19.0033,-2.6770
TER_1348.pdb,18.9191,-18.9010
TER_1349.pdb,21.4176,-20.0250
TER_1350.pdb,13.9437,-7.8500
TER_1351.pdb,18.9540,-13.8310
TER_1352.pdb,16.8431,-16.4850
TER_1353.pdb,15.3941,-15.6980
TER_1354.pdb,20.6115,-15.9880
TER_1355.pdb,21.2092,-11.1160
TER_1356.pdb,23.4462,-13.9490
TER_1357.pdb,146.3360,0.0000
TER_1358.pdb,14.4585,-19.3740
TER_1359.pdb,16.0803,-10.1820
TER_1360.pdb,18.3139,-9.1220
TER_1361.pdb,10.4665,-12.2460
TER_1362.pdb,15.0503,-16.7620
TER_1363.pdb,17.7540,-14.1350
TER_1364.pdb,16.6644,-12.0510
TER_1365.pdb,20.2210,-9.1590
TER_1366.pdb,12.9322,-13.7170
TER_1367.pdb,12.2524,-18.3520
TER_1368.pdb,20.7825,-12.2520
TER_1369.pdb,12.8403,-16.1560
TER_1370.pdb,22.0323,-6.4880
TER_1371.pdb,13.3884,-12.6190
TER_1372.pdb,15.4502,-1.8720
TER_1373.pdb,11.0441,-12.7850
TER_1374.pdb,44.8374,0.0000
TER_1375.pdb,20.2307,-11.0090
TER_1376.pdb,24.7141,-6.8050
TER_1377.pdb,12.0428,-12.4140
TER_1378.pdb,13.5357,-11.2850
TER_1379.pdb,13.1527,-19.9780
TER_1380.pdb,17.6490,-10.8430
TER_1381.pdb,17.4155,-4.1410
TER_1382.pdb,19.0879,-11.5250
TER_1383.pdb,15.2254,-11.3790
TER_1384.pdb,13.5940,-12.0090
TER_1385.pdb,16.6405,-9.6140
TER_1386.pdb,12.0348,-16.6770
TER_1387.pdb,19.4016,-17.3360
TER_1388.pdb,16.7551,-24.7260
TER_1389.pdb,13.7308,-7.5960
TER_1390.pdb,20.7728,-14.6130
TER_1391.pdb,13.9258,-13.0440
TER_1392.pdb,18.3456,-11.2050
TER_1393.pdb,14.7822,-11.7880
TER_1394.pdb,19.8569,-11.0590
TER_1395.pdb,23.3491,-7.4120
TER_1396.pdb,23.1437,-12.8060
TER_1397.pdb,14.4054,-12.2550
TER_1398.pdb,15.9458,-5.2000
TER_1399.pdb,23.6415,-6.9540
TER_1400.pdb,11.1522,-9.8550
TER_1401.pdb,18.5267,-12.6240
TER_1402.pdb,14.2304,-12.3940
TER_1403.pdb,23.2359,-0.0250
TER_1404.pdb,16.3788,-11.2310
TER_1405.pdb,22.4142,-8.3050
TER_1406.pdb,16.7787,-10.9010
TER_1407.pdb,18.2931,-8.3540
TER_1408.pdb,24.1352,-2.6530
TER_1409.pdb,16.5361,-9.6840
TER_1410.pdb,21.9583,-11.4150
TER_1411.pdb,11.3672,-15.0720
TER_1412.pdb,12.1317,-12.0820
TER_1413.pdb,19.1985,-17.9930
TER_1414.pdb,13.8013,-13.0860
TER_1415.pdb,15.8443,-9.3070
TER_1416.pdb,15.2315,-13.6530
TER_1417.pdb,21.4363,-8.0860
TER_1418.pdb,21.4343,-11.5710
TER_1419.pdb,15.6790,-16.5560
TER_1420.pdb,28.0550,-4.9990
TER_1421.pdb,16.2073,-11.9630
TER_1422.pdb,10.7485,-13.5320
TER_1423.pdb,13.2782,-11.8540
TER_1424.pdb,12.1931,-11.9300
TER_1425.pdb,15.8190,-17.2630
TER_1426.pdb,24.3216,-11.2990
TER_1427.pdb,15.0192,-14.9970
TER_1428.pdb,19.3078,-14.9630
TER_1429.pdb,13.2736,-16.2380
TER_1430.pdb,16.8083,-9.0620
TER_1431.pdb,23.4312,-10.0020
TER_1432.pdb,12.3553,-12.7070
TER_1433.pdb,17.5035,-11.3170
TER_1434.pdb,17.6795,-11.2490
TER_1435.pdb,14.6714,-12.5920
TER_1436.pdb,20.3714,-5.8990
TER_1437.pdb,13.5172,-5.7080
TER_1438.pdb,11.3182,-14.3960
TER_1439.pdb,12.3454,-8.6890
TER_1440.pdb,14.0856,-4.3080
TER_1441.pdb,17.2366,-7.8880
TER_1442.pdb,13.9056,-8.6620
TER_1443.pdb,10.5920,-11.9690
TER_1444.pdb,13.0317,-20.5830
TER_1445.pdb,15.5683,-21.8870
TER_1446.pdb,19.3762,-14.7910
TER_1447.pdb,20.4612,-8.4970
TER_1448.pdb,17.5142,-12.1410
TER_1449.pdb,22.3973,-13.8680
TER_1450.pdb,16.1647,-14.3340
TER_1451.pdb,15.1274,-14.5620
TER_1452.pdb,16.9601,-9.3060
TER_1453.pdb,13.6300,-10.2630
TER_1454.pdb,15.6554,-9.4800
TER_1455.pdb,13.5219,-10.8970
TER_1456.pdb,15.8285,-10.4730
TER_1457.pdb,30.2894,-9.5160
TER_1458.pdb,18.1700,-8.8100
TER_1459.pdb,11.9900,-15.3220
TER_1460.pdb,16.5383,-10.7740
TER_1461.pdb,29.1731,-12.5390
TER_1462.pdb,14.1902,-17.2160
TER_1463.pdb,18.2022,-2.7140
TER_1464.pdb,54.0840,-4.3220
TER_1465.pdb,21.9224,-7.8880
TER_1466.pdb,11.9505,-15.4210
TER_1467.pdb,15.8884,-9.4310
TER_1468.pdb,12.9994,-17.5980
TER_1469.pdb,14.4803,-16.2850
TER_1470.pdb,20.9296,-1.0020
TER_1471.pdb,14.0819,-13.3950
TER_1472.pdb,14.6244,-10.7810
TER_1473.pdb,22.7428,-17.6450
TER_1474.pdb,23.4037,-5.2060
TER_1475.pdb,12.9911,-8.9790
TER_1476.pdb,18.1581,-10.7340
TER_1477.pdb,21.3777,-17.5260
TER_1478.pdb,14.1459,-21.5490
TER_1479.pdb,11.0578,-17.0270
TER_1480.pdb,20.1730,-13.8520
TER_1481.pdb,15.6224,-16.5070
TER_1482.pdb,16.8056,-7.0490
TER_1483.pdb,16.6516,-12.5390
TER_1484.pdb,15.9748,-6.3260
TER_1485.pdb,9.7716,-19.5790
TER_1486.pdb,10.5450,-14.6220
TER_1487.pdb,17.8526,-16.9040
TER_1488.pdb,38.6573,0.0000
TER_1489.pdb,14.5633,-15.1310
TER_1490.pdb,26.3950,-2.0790
TER_1491.pdb,34.0271,-9.3680
TER_1492.pdb,22.5238,-12.3130
TER_1493.pdb,12.5092,-10.3050
TER_1494.pdb,17.0799,-9.3590
TER_1495.pdb,17.2150,-14.5960
TER_1496.pdb,13.8060,-7.1820
TER_1497.pdb,17.5804,-16.1610
TER_1498.pdb,20.2546,-4.8000
TER_1499.pdb,41.8944,0.0000
TER_1500.pdb,16.0097,-4.4370
TER_1501.pdb,16.9835,-10.7930
TER_1502.pdb,14.2798,-10.3460
TER_1503.pdb,13.5713,-14.5400
TER_1504.pdb,14.6660,-14.6280
TER_1505.pdb,20.4521,-2.1240
TER_1506.pdb,16.6648,-12.0650
TER_1507.pdb,22.7960,-3.0880
TER_1508.pdb,20.7107,-11.5650
TER_1509.pdb,19.2613,-8.3100
TER_1510.pdb,10.7338,-13.1500
TER_1511.pdb,49.8839,-0.0700
TER_1512.pdb,16.9757,-14.3830
TER_1513.pdb,23.2646,-5.9330
TER_1514.pdb,11.4152,-18.2390
TER_1515.pdb,19.6506,-10.5640
TER_1516.pdb,12.3026,-15.0130
TER_1517.pdb,12.9635,-9.5520
TER_1518.pdb,14.6462,-13.5910
TER_1519.pdb,19.9946,-7.7340
TER_1520.pdb,28.3428,-19.0240
TER_1521.pdb,21.0434,-18.3370
TER_1522.pdb,19.8411,-10.5970
TER_1523.pdb,10.6899,-12.4890
TER_1524.pdb,11.8075,-11.2780
TER_1525.pdb,24.0242,-17.9780
TER_1526.pdb,22.1441,-13.5540
TER_1527.pdb,15.9418,-11.1080
TER_1528.pdb,22.3651,-6.8060
TER_1529.pdb,17.3467,-8.4820
TER_1530.pdb,18.6927,-14.5560
TER_1531.pdb,12.9195,-16.3600
TER_1532.pdb,11.1973,-13.3100
TER_1533.pdb,23.0541,-9.9290
TER_1534.pdb,15.7541,-13.1010
TER_1535.pdb,22.4514,-0.0990
TER_1536.pdb,15.0143,-15.6920
TER_1537.pdb,13.5973,-14.6580
TER_1538.pdb,20.3827,-10.5760
TER_1539.pdb,17.7896,-9.8970
TER_1540.pdb,25.4204,-10.5580
TER_1541.pdb,16.4959,-17.7870
TER_1542.pdb,15.4313,-16.5950
TER_1543.pdb,15.2635,-15.7460
TER_1544.pdb,43.3034,0.0000
TER_1545.pdb,15.9369,-8.8980
TER_1546.pdb,15.6308,-13.6110
TER_1547.pdb,15.4521,-12.5100
TER_1548.pdb,17.0481,-6.7770
TER_1549.pdb,11.7128,-10.9640
TER_1550.pdb,15.9416,-10.1740
TER_1551.pdb,16.8399,-12.5860
TER_1552.pdb,16.6757,-7.7960
TER_1553.pdb,9.5102,-11.1310
TER_1554.pdb,14.8004,-20.3600
TER_1555.pdb,23.8719,-14.2860
TER_1556.pdb,19.4327,-8.4900
TER_1557.pdb,13.4193,-14.0700
TER_1558.pdb,12.0503,-14.2920
TER_1559.pdb,17.9554,-13.9540
TER_1560.pdb,11.8171,-13.8710
TER_1561.pdb,21.0482,-13.7510
TER_1562.pdb,12.8527,-13.7890
TER_1563.pdb,32.6019,0.0000
TER_1564.pdb,18.9979,-9.4090
TER_1565.pdb,23.9210,-8.1620
TER_1566.pdb,13.1948,-10.6070
TER_1567.pdb,16.1879,-13.1090
TER_1568.pdb,15.8005,-10.8870
TER_1569.pdb,13.7411,-16.7780
TER_1570.pdb,26.9738,-0.0010
TER_1571.pdb,20.9524,-13.8940
TER_1572.pdb,15.3750,-13.7360
TER_1573.pdb,20.2347,-11.9680
TER_1574.pdb,12.9912,-17.6430
TER_1575.pdb,28.5933,0.0000
TER_1576.pdb,15.0453,-18.2290
TER_1577.pdb,31.0265,-0.1240
TER_1578.pdb,10.3143,-14.9300
TER_1579.pdb,21.8065,-10.3200
TER_1580.pdb,23.5274,-11.2920
TER_1581.pdb,29.1329,-2.4350
TER_1582.pdb,40.9042,-0.9860
TER_1583.pdb,26.4302,0.0000
TER_1584.pdb,25.4323,-15.6190
TER_1585.pdb,12.4286,-12.0250
TER_1586.pdb,9.6979,-12.3300
TER_1587.pdb,10.5238,-11.3900
TER_1588.pdb,19.4060,-11.5770
TER_1589.pdb,23.6093,-4.3890
TER_1590.pdb,12.5555,-15.0700
TER_1591.pdb,22.0570,-14.1000
TER_1592.pdb,13.5699,-11.6750
TER_1593.pdb,13.0336,-8.9360
TER_1594.pdb,15.0029,-14.7520
TER_1595.pdb,23.9181,-2.6980
TER_1596.pdb,23.5544,-2.5720
TER_1597.pdb,14.5039,-10.1530
TER_1598.pdb,14.1525,-13.6220
TER_1599.pdb,12.1841,-13.5110
TER_1600.pdb,11.8246,-12.3380
TER_1601.pdb,15.7851,-7.4280
TER_1602.pdb,20.9710,-8.2700
TER_1603.pdb,22.3995,-18.8920
TER_1604.pdb,25.3475,-15.1560
TER_1605.pdb,20.0009,-11.2520
TER_1606.pdb,30.9876,-3.5970
TER_1607.pdb,20.8964,-6.1280
TER_1608.pdb,24.4691,-10.4570
TER_1609.pdb,18.7119,-8.6150
TER_1610.pdb,25.9092,-7.4000
TER_1611.pdb,32.7095,0.0000
TER_1612.pdb,16.0207,-9.2300
TER_1613.pdb,11.5024,-10.2200
TER_1614.pdb,10.8984,-13.3210
TER_1615.pdb,20.8113,-4.4430
TER_1616.pdb,13.5520,-11.7010
TER_1617.pdb,18.8025,-10.3870
TER_1618.pdb,16.6473,-15.6380
TER_1619.pdb,21.4596,-7.0730
TER_1620.pdb,15.6975,-10.7300
TER_1621.pdb,13.0511,-11.7010
TER_1622.pdb,15.3697,-12.7660
TER_1623.pdb,10.2333,-9.1650
TER_1624.pdb,25.7450,-8.8160
TER_1625.pdb,20.2033,-11.8460
TER_1626.pdb,21.8520,-6.6100
TER_1627.pdb,22.0899,-1.6390
TER_1628.pdb,12.0085,-15.8580
TER_1629.pdb,23.0027,-20.7990
TER_1630.pdb,13.2146,-14.3170
TER_1631.pdb,22.5417,-15.0230
TER_1632.pdb,11.2818,-13.7660
TER_1633.pdb,12.2420,-11.2880
TER_1634.pdb,15.8792,-11.8060
TER_1635.pdb,13.8859,-13.5830
TER_1636.pdb,17.8405,-11.8360
TER_1637.pdb,17.4774,-8.6660
TER_1638.pdb,38.3431,-6.9460
TER_1639.pdb,17.1629,-9.9070
TER_1640.pdb,15.0460,-6.4620
TER_1641.pdb,42.4528,-0.1510
TER_1642.pdb,24.1684,-6.6220
TER_1643.pdb,12.1500,-21.6020
TER_1644.pdb,17.4805,-12.9010
TER_1645.pdb,16.0923,-11.4130
TER_1646.pdb,22.6227,-5.8590
TER_1647.pdb,11.9605,-15.5030
TER_1648.pdb,18.8122,-6.5240
TER_1649.pdb,15.0469,-14.7370
TER_1650.pdb,14.9231,-11.8420
TER_1651.pdb,21.6892,-11.8130
TER_1652.pdb,13.6680,-8.8170
TER_1653.pdb,18.1601,-10.0710
TER_1654.pdb,18.1955,-5.4880
TER_1655.pdb,21.7995,-11.8990
TER_1656.pdb,13.4475,-13.9410
TER_1657.pdb,11.8775,-13.6720
TER_1658.pdb,24.2552,-4.0000
TER_1659.pdb,19.3741,-12.7480
TER_1660.pdb,10.7659,-13.9040
TER_1661.pdb,18.8264,-7.8270
TER_1662.pdb,16.7208,-14.2320
TER_1663.pdb,17.0634,-14.9580
TER_1664.pdb,24.3737,-19.4940
TER_1665.pdb,11.9733,-15.9120
TER_1666.pdb,17.5862,-9.1520
TER_1667.pdb,30.5207,-5.5320
TER_1668.pdb,19.8354,-15.2710
TER_1669.pdb,27.0991,-5.7350
TER_1670.pdb,33.4646,-10.3070
TER_1671.pdb,15.4935,-13.1660
TER_1672.pdb,54.7303,0.0000
TER_1673.pdb,18.6160,-10.5890
TER_1674.pdb,19.1475,-9.4090
TER_1675.pdb,23.6617,-7.2770
TER_1676.pdb,15.2006,-19.6230
TER_1677.pdb,20.1247,-16.3580
TER_1678.pdb,54.1207,0.0000
TER_1679.pdb,17.6084,-6.5760
TER_1680.pdb,25.2769,-6.3970
TER_1681.pdb,26.2682,-12.5500
TER_1682.pdb,52.9546,0.0000
TER_1683.pdb,35.4304,-11.3670
TER_1684.pdb,28.0578,-14.2830
TER_1685.pdb,64.7695,0.0000
TER_1686.pdb,14.8260,-11.3280
TER_1687.pdb,18.2123,-8.7790
TER_1688.pdb,11.5608,-10.7190
TER_1689.pdb,12.2701,-8.2180
TER_1690.pdb,20.6618,-8.3530
TER_1691.pdb,12.3784,-17.3380
TER_1692.pdb,18.0830,-9.7320
TER_1693.pdb,21.5631,-11.4820
TER_1694.pdb,20.0126,-10.6410
TER_1695.pdb,21.7197,-5.9600
TER_1696.pdb,19.0566,-17.4110
TER_1697.pdb,14.1507,-7.7050
TER_1698.pdb,17.3996,-13.0260
TER_1699.pdb,19.4290,-7.2180
TER_1700.pdb,23.4709,-7.2040
TER_1701.pdb,15.1631,-14.8520
TER_1702.pdb,27.6010,-6.9980
TER_1703.pdb,10.2276,-9.8700
TER_1704.pdb,10.5069,-11.2400
TER_1705.pdb,18.6615,-13.1070
TER_1706.pdb,22.4587,-7.2020
TER_1707.pdb,18.9267,-14.6410
TER_1708.pdb,11.5279,-10.6370
TER_1709.pdb,23.0191,-15.0640
TER_1710.pdb,19.5302,-6.9720
TER_1711.pdb,13.6873,-6.9350
TER_1712.pdb,27.6850,-5.9470
TER_1713.pdb,15.6962,-12.1600
TER_1714.pdb,23.6204,-1.7470
TER_1715.pdb,19.1580,-12.4750
TER_1716.pdb,16.5712,-11.9320
TER_1717.pdb,24.2227,0.0000
TER_1718.pdb,10.4703,-13.0910
TER_1719.pdb,12.5222,-13.0570
TER_1720.pdb,10.2393,-13.5190
TER_1721.pdb,13.6082,-11.1450
TER_1722.pdb,19.1379,-9.9740
TER_1723.pdb,15.8028,-19.4000
TER_1724.pdb,21.1645,-12.5040
TER_1725.pdb,20.4217,-15.9520
TER_1726.pdb,14.7082,-9.5320
TER_1727.pdb,18.3535,0.0000
TER_1728.pdb,14.7237,-11.5930
TER_1729.pdb,13.3614,-18.1730
TER_1730.pdb,19.8257,-16.9070
TER_1731.pdb,18.9292,-20.3240
TER_1732.pdb,15.4497,-6.3500
TER_1733.pdb,13.2602,-12.4720
TER_1734.pdb,19.1520,-8.6340
TER_1735.pdb,16.3879,-6.4580
TER_1736.pdb,25.9817,-14.7130
TER_1737.pdb,13.6306,-11.4080
TER_1738.pdb,28.0833,-3.7410
TER_1739.pdb,20.5338,-9.6620
TER_1740.pdb,27.6091,-7.9050
TER_1741.pdb,22.1021,-12.8350
TER_1742.pdb,16.0777,-7.9920
TER_1743.pdb,12.5291,-16.1930
TER_1744.pdb,21.2119,-15.4120
TER_1745.pdb,11.4522,-11.3440
TER_1746.pdb,11.3556,-11.5740
TER_1747.pdb,18.4855,-7.8320
TER_1748.pdb,24.3028,-5.8850
TER_1749.pdb,25.5670,-18.4100
TER_1750.pdb,12.9991,-11.1990
TER_1751.pdb,29.0820,-4.9910
TER_1752.pdb,17.9264,-13.1980
TER_1753.pdb,17.9733,-5.7380
TER_1754.pdb,14.6205,-16.4090
TER_1755.pdb,11.4360,-19.7530
TER_1756.pdb,20.6281,-3.7240
TER_1757.pdb,13.4088,-16.0700
TER_1758.pdb,11.1076,-17.7970
TER_1759.pdb,29.4309,-0.4350
TER_1760.pdb,17.4077,-7.0450
TER_1761.pdb,17.9471,-16.9700
TER_1762.pdb,25.5901,-9.3720
TER_1763.pdb,17.8361,-14.6480
TER_1764.pdb,15.5908,-10.9340
TER_1765.pdb,12.7929,-11.1880
TER_1766.pdb,15.6410,-11.4270
TER_1767.pdb,14.5557,-6.6950
TER_1768.pdb,11.6315,-9.0560
TER_1769.pdb,17.4438,-17.7840
TER_1770.pdb,18.6147,-16.4330
TER_1771.pdb,14.1271,-10.9860
TER_1772.pdb,17.8760,-13.2970
TER_1773.pdb,15.9833,-10.9680
TER_1774.pdb,20.9242,-5.0930
TER_1775.pdb,19.5496,-14.5590
TER_1776.pdb,11.7011,-13.9380
TER_1777.pdb,15.5229,-10.2620
TER_1778.pdb,39.5558,-8.2960
TER_1779.pdb,12.1555,-8.9660
TER_1780.pdb,16.7792,-11.9780
TER_1781.pdb,23.0640,-3.4430
TER_1782.pdb,12.0663,-14.2860
TER_1783.pdb,15.8642,-15.5450
TER_1784.pdb,17.1813,-18.7990
TER_1785.pdb,12.1477,-12.8880
TER_1786.pdb,15.7645,-10.0550
TER_1787.pdb,22.6550,-7.4860
TER_1788.pdb,13.5572,-9.1110
TER_1789.pdb,14.6828,-8.1400
TER_1790.pdb,15.5586,-21.5540
TER_1791.pdb,19.6172,-11.7390
TER_1792.pdb,13.0893,-6.0820
TER_1793.pdb,14.8368,-15.6510
TER_1794.pdb,15.0036,-14.3150
TER_1795.pdb,16.2069,-6.7630
TER_1796.pdb,11.9264,-16.1390
TER_1797.pdb,13.4146,-11.6080
TER_1798.pdb,14.5502,-9.3050
TER_1799.pdb,24.7417,-7.5800
TER_1800.pdb,23.3356,-11.9100
TER_1801.pdb,38.7422,-8.2720
TER_1802.pdb,22.2493,-8.1520
TER_1803.pdb,26.0449,-7.9320
TER_1804.pdb,19.9347,-18.5190
TER_1805.pdb,11.9181,-10.0580
TER_1806.pdb,17.0770,-13.6350
TER_1807.pdb,24.7305,-7.1190
TER_1808.pdb,17.9262,-25.6950
TER_1809.pdb,14.3239,-11.8260
TER_1810.pdb,23.5342,-4.2850
TER_1811.pdb,17.8129,-7.5270
TER_1812.pdb,25.5955,-14.5830
TER_1813.pdb,18.2534,-8.4560
TER_1814.pdb,20.0673,-9.9100
TER_1815.pdb,13.8793,-11.1800
TER_1816.pdb,14.5543,-2.5550
TER_1817.pdb,18.9303,-8.9090
TER_1818.pdb,11.4791,-10.6350
TER_1819.pdb,14.3290,-11.9300
TER_1820.pdb,24.8626,-14.8860
TER_1821.pdb,22.9032,-9.8110
TER_1822.pdb,13.3144,-13.3890
TER_1823.pdb,19.3473,-9.6920
TER_1824.pdb,10.9036,-12.5370
TER_1825.pdb,16.8680,-9.7830
TER_1826.pdb,30.9936,-12.0150
TER_1827.pdb,23.0000,-7.0910
TER_1828.pdb,23.9440,0.0000
TER_1829.pdb,25.4004,-9.8300
TER_1830.pdb,15.0762,-18.6500
TER_1831.pdb,22.8864,-10.4150
TER_1832.pdb,15.1334,-8.5070
TER_1833.pdb,15.4441,-14.8350
TER_1834.pdb,22.3832,-15.7800
TER_1835.pdb,16.5969,-11.8620
TER_1836.pdb,25.1168,-8.7260
TER_1837.pdb,16.8487,-12.9970
TER_1838.pdb,19.6851,-7.0470
TER_1839.pdb,16.0096,-15.0740
TER_1840.pdb,19.7886,-4.6900
TER_1841.pdb,20.8166,-13.3170
TER_1842.pdb,18.4002,-12.8880
TER_1843.pdb,22.2421,-13.2770
TER_1844.pdb,23.1064,-11.2650
TER_1845.pdb,15.2762,-7.4880
TER_1846.pdb,20.5014,-18.9810
TER_1847.pdb,17.9830,-17.9050
TER_1848.pdb,11.7466,-12.5180
TER_1849.pdb,23.3547,0.0000
TER_1850.pdb,20.0120,-15.0330
TER_1851.pdb,14.4812,-18.5810
TER_1852.pdb,21.5823,-9.0420
TER_1853.pdb,39.3050,0.0000
TER_1854.pdb,13.1360,-1.8830
TER_1855.pdb,26.8924,-0.1430
TER_1856.pdb,11.3101,-9.7340
TER_1857.pdb,24.6104,-6.3310
TER_1858.pdb,15.0406,-12.2210
TER_1859.pdb,15.7758,-10.0950
TER_1860.pdb,15.8656,-18.2610
TER_1861.pdb,15.0077,-13.8420
TER_1862.pdb,18.3134,-9.8060
TER_1863.pdb,18.7189,-0.2480
TER_1864.pdb,12.1089,-19.6550
TER_1865.pdb,19.8225,-9.3590
TER_1866.pdb,12.1470,-15.3610
TER_1867.pdb,18.9267,-18.6050
TER_1868.pdb,16.0990,-9.3070
TER_1869.pdb,24.5703,-9.1420
TER_1870.pdb,20.4725,-8.9770
TER_1871.pdb,17.4636,-20.3700
TER_1872.pdb,15.2294,-10.6790
TER_1873.pdb,11.3550,-17.1950
TER_1874.pdb,13.7394,-10.4530
TER_1875.pdb,15.6443,-11.1520
TER_1876.pdb,21.9243,-6.7860
TER_1877.pdb,23.6495,-13.2290
TER_1878.pdb,12.8638,-8.0330
TER_1879.pdb,15.4668,-8.3490
TER_1880.pdb,20.1500,-8.4010
TER_1881.pdb,15.9421,-9.9650
TER_1882.pdb,15.8572,-10.6090
TER_1883.pdb,23.0328,-7.1390
TER_1884.pdb,14.8602,-8.9660
TER_1885.pdb,15.0205,-13.1310
TER_1886.pdb,24.3982,-4.4060
TER_1887.pdb,20.4508,-12.7650
TER_1888.pdb,28.8382,-6.8900
TER_1889.pdb,15.4668,-9.0360
TER_1890.pdb,17.7585,-15.1790
TER_1891.pdb,28.4796,-6.2370
TER_1892.pdb,11.2730,-12.7920
TER_1893.pdb,18.2485,-8.1910
TER_1894.pdb,22.3134,-5.8140
TER_1895.pdb,17.0719,-13.2100
TER_1896.pdb,18.5117,-7.5610
TER_1897.pdb,13.0233,-17.5110
TER_1898.pdb,12.1363,-16.5570
TER_1899.pdb,21.0802,-8.6400
TER_1900.pdb,24.9992,-4.5520
TER_1901.pdb,27.8992,-4.0050
TER_1902.pdb,17.2578,-8.4340
TER_1903.pdb,16.6486,-17.7720
TER_1904.pdb,21.8817,-10.9790
TER_1905.pdb,20.1126,-17.0560
TER_1906.pdb,26.0928,-13.9860
TER_1907.pdb,12.8518,-7.6230
TER_1908.pdb,23.3589,-1.3490
TER_1909.pdb,22.7069,0.0000
TER_1910.pdb,14.3204,-16.2140
TER_1911.pdb,83.6930,0.0000
TER_1912.pdb,19.1432,-22.4970
TER_1913.pdb,23.6039,-9.2290
TER_1914.pdb,12.4458,-15.8800
TER_1915.pdb,18.6705,-12.9820
TER_1916.pdb,11.3686,-15.6110
TER_1917.pdb,55.2464,0.0000
TER_1918.pdb,12.9667,-16.8800
TER_1919.pdb,22.2028,-14.7020
TER_1920.pdb,13.1013,-9.4780
TER_1921.pdb,18.0186,-7.2830
TER_1922.pdb,14.1629,-15.4800
TER_1923.pdb,13.9066,-9.5440
TER_1924.pdb,15.9877,-11.6870
TER_1925.pdb,17.7549,-8.0220
TER_1926.pdb,15.3960,-13.4380
TER_1927.pdb,20.0325,-8.0190
TER_1928.pdb,21.4048,-10.1790
TER_1929.pdb,16.5028,-21.8470
TER_1930.pdb,19.4283,-13.8800
TER_1931.pdb,10.7395,-12.4740
TER_1932.pdb,14.8151,-20.1350
TER_1933.pdb,23.8185,-12.1370
TER_1934.pdb,22.4792,-9.7790
TER_1935.pdb,14.4378,-14.3810
TER_1936.pdb,11.5834,-12.0830
TER_1937.pdb,12.3919,-13.5500
TER_1938.pdb,12.2477,-14.5290
TER_1939.pdb,13.8759,-11.1580
TER_1940.pdb,18.7323,-15.6680
TER_1941.pdb,22.8562,-5.1110
TER_1942.pdb,23.4926,-9.4410
TER_1943.pdb,10.9139,-10.9990
TER_1944.pdb,19.1124,-17.6480
TER_1945.pdb,12.8926,-15.0030
TER_1946.pdb,28.8144,-5.8580
TER_1947.pdb,10.7164,-13.3460
TER_1948.pdb,18.9690,-8.8720
TER_1949.pdb,10.3894,-15.0180
TER_1950.pdb,16.2088,-13.9360
TER_1951.pdb,10.7086,-9.7610
TER_1952.pdb,20.3059,-23.6670
TER_1953.pdb,13.0431,-15.6240
TER_1954.pdb,18.5822,-13.6070
TER_1955.pdb,20.8698,-6.7620
TER_1956.pdb,17.5644,-10.8990
TER_1957.pdb,18.9621,-0.0380
TER_1958.pdb,15.7574,-14.5640
TER_1959.pdb,19.4277,-12.4720
TER_1960.pdb,14.5598,-21.5640
TER_1961.pdb,11.8517,-12.0860
TER_1962.pdb,18.8580,-16.3290
TER_1963.pdb,12.3959,-15.9260
TER_1964.pdb,18.1695,-7.4180
TER_1965.pdb,11.7214,-14.3540
TER_1966.pdb,21.8354,-12.5790
TER_1967.pdb,14.7353,-14.0470
TER_1968.pdb,15.2984,-8.7530
TER_1969.pdb,13.8198,-13.8960
TER_1970.pdb,19.8333,-15.5720
TER_1971.pdb,23.5816,-5.8270
TER_1972.pdb,14.1720,-14.3310
TER_1973.pdb,14.0889,-17.0730
TER_1974.pdb,20.7882,-10.0990
TER_1975.pdb,20.1909,-8.8080
TER_1976.pdb,14.4250,-17.3590
TER_1977.pdb,10.3505,-16.7920
TER_1978.pdb,11.7702,-11.4470
TER_1979.pdb,25.7503,-9.8030
TER_1980.pdb,14.7106,-16.1730
TER_1981.pdb,15.7832,-12.1680
TER_1982.pdb,15.8286,-11.6950
TER_1983.pdb,23.4455,-6.2160
TER_1984.pdb,15.7436,-8.8970
TER_1985.pdb,17.3119,-17.5690
TER_1986.pdb,23.4818,-6.5050
TER_1987.pdb,12.2609,-13.5200
TER_1988.pdb,10.9493,-10.4090
TER_1989.pdb,24.7081,-0.1440
TER_1990.pdb,15.6818,-16.5730
TER_1991.pdb,15.8244,-11.7690
TER_1992.pdb,22.3789,-18.5240
TER_1993.pdb,13.6363,-15.8730
TER_1994.pdb,13.9087,-15.9140
TER_1995.pdb,21.6239,-8.9820
TER_1996.pdb,13.6991,-12.0760
TER_1997.pdb,13.1053,-13.2590
