COMPOUNDS,smiles (Canonical)  
BI-4732,COc1ccncc1-c1cc2c(cnn2-c2cc3c(nc(N4CCN5CCC[C@@H]5C4)n3C)c(N3C[C@H]4C[C@@H]3CO4)n2)c(C)n1  
