,r1_smiles,r1HitCount,r2_smiles,r2HitCount,r3_smiles,r3HitCount,r1r2_smiles,r1r2HitCount,r1r3_smiles,r1r3HitCount,r2r3_smiles,r2r3HitCount,r1r2r3_smiles,r1r2r3HitCount
0,O=C1C2=C(C=CC(N3CCC(C=O)C3)=C2)CN1CCCC(O)=O,1.9807352489244008,Cl.Cl.O1CCN(CC1)[C@H]2[C@H](N)C2,43.63697564535956,OC(=O)c1nc2c(cc1)C(=O)NC=C2,135.34872464658883,OC(CCCN1CC2=C(C=C(C=C2)C=O)C1=O)=O-Cl.Cl.O1CCN(CC1)[C@H]2[C@H](N)C2,196.7961451290719,O=C1C2=C(C=C(N3CCC(C([H])=O)CC3)C=C2)N=C(C)N1CCCC(O)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,129.06999078057777,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(cnc1)c2ccc(F)cc2,178.9526448217578,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Nc1ccc(cc1)C(C(F)(F)F)(O)C(F)(F)F-OC(=O)Cc1cc(co1)C(F)(F)F,69.0634315457898
1,OC(CCC(C=C1)=CC=C1C2=CN=C(C=O)C=C2)=O,1.917495774431469,Cl.NCC1C(=O)Nc2c(cccc2)C1,42.32198832206515,O=C1Oc2c(ccc(S(=O)(=O)Cl)c2)N1,93.4340619237861,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Cl.NCC1C(=O)Nc2c(cccc2)C1,163.19964850952672,O=C1C2=C(C=CC(N3CCC(C=O)CC3)=C2)N=C(C)N1CCCC(O)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,117.59229025814382,NCc1nc(sc1)c2sccc2-OC(=O)c1c2c(ccc1)NC(=O)C(C)O2,148.01387715119853,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(cnc1)c2ccc(F)cc2,39.92105869698832
2,O=C(O)CCC1=CC=CC(C2=CN=C(C=O)C=C2)=C1,1.7756031038721574,Cl.NC[C@@H]1O[C@H](CC1)c2ccccc2,20.34897433927474,CCCNS(=O)(=O)c1ccc(C(O)=O)cc1,36.993507990165945,O=C1C2=C(C=C(C=C2)C=O)CN1CCCC(O)=O-Cl.Cl.O1CCN(CC1)[C@H]2[C@H](N)C2,83.17466003380456,OC(CCCN(CC1=C2C=CC(C3=CC(C=O)=CC=C3)=C1)C2=O)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,99.8343385064536,Nc1ccc(cc1)C(C(F)(F)F)(O)C(F)(F)F-OC(=O)Cc1cc(co1)C(F)(F)F,74.88588083896742,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-NCc1nc(sc1)c2sccc2-OC(=O)c1c2c(ccc1)NC(=O)C(C)O2,35.928952827289486
3,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2,1.522213045482483,Nc1cc(nn1)c2occc2,17.6765807467732,OC(=O)c1nc(sc1)c2nccnc2,35.89049055009219,O=C1C2=C(C=C(C=O)C=C2)N=C(C)N1CCCC(O)=O-Cl.Cl.O1CCN(CC1)[C@H]2[C@H](N)C2,82.70804202519976,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-OC(=O)Cc1cc(co1)C(F)(F)F,99.61777811923784,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(ccc1)c2nnnn2,74.1827270282729,OC(CCCCCN(C1=O)C(C2=C(C=O)C=CC3=CC=CC1=C32)=O)=O-Nc1ccc(cc1)c2nnnn2-OC(=O)C(Cc1ccccc1)N2C(=O)OCCC2,32.33605754456054
4,O=C1C2=C(C=C(N3CCC(C([H])=O)CC3)C=C2)N=C(C)N1CCCC(O)=O,1.3954459895513214,COc1cc2c(CC(N)C(O)=O)cnc2cc1,10.198726567301785,OC(=O)C1CCN(CC1)c2n3c(nnn3)cnc2,33.68445566994469,O=C1C2=C(C=CC(C=O)=C2)N=C(C)N1CCCC(O)=O-Cl.Cl.O1CCN(CC1)[C@H]2[C@H](N)C2,81.42484250153657,O=C1C2=C(C=C(C=C2)N3CCC(C=O)CC3)CN1CCCC(O)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,87.273836047941,NCc1nc(sc1)c2sccc2-O=C1Nc2c(OC1)c(ccc2)C(O)=O,68.90907344806392,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Nc1ccc(cc1)C(C(F)(F)F)(O)C(F)(F)F-OC(=O)Cc1cc(nn1)C(F)(F)F,30.340004609711123
5,OC(CCCN1CC2=C(C=C(C=C2)N3CCC(C=O)CC3)C1=O)=O,1.3813287492317148,Cl.NCC1=NC2=C(COCC2)C(=O)N1,7.6535898125384145,OC(=O)c1ncc(cc1)c2occc2,22.382769283958208,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Cl.NC[C@@H]1O[C@H](CC1)c2ccccc2,81.30818799938537,O=C1C2=C(C=CC(N3CCC(C=O)C3)=C2)CN1CCCC(O)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,82.50950752919483,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1n(C)nc(c1)c2ccccc2,58.71334319299324,O=C1C2=C(C=C(N3CCC(C([H])=O)CC3)C=C2)N=C(C)N1CCCC(O)=O-NC1Cc2c(NC1)nnc2C-O=Cc1ccc(cc1)c2cnccc2,25.549477566072525
6,OC(CCCN1CC2=C(C=C(C=C2)C=O)C1=O)=O,1.3679317762753531,OC(=O)c1cc2c(ccc(N)c2)n1,7.592991318377382,OC(=O)c1ccc(cc1)C2NC(=O)CCC2,18.598570989551323,O=C1C2=C(C=CC(N3CCC(C=O)C3)=C2)CN1CCCC(O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1,63.6933581745544,OC(CCCN1CC2=C(C=CC(N3CCC(C=O)C3)=C2)C1=O)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,80.3439036570375,Nc1ccc(cc1)c2nnnn2-OC(=O)C(Cc1ccccc1)N2C(=O)OCCC2,52.0333819913952,O=C1C2=C(C=C(C=O)C=C2)N=NN1CCCC(O)=O-Nc1cnc(cc1)N2C(=O)CC(=N2)C3CC3-X,24.75105639213276
7,O=C1C2=C(C=CC(N3CCC(C=O)CC3)=C2)N=C(C)N1CCCC(O)=O,1.3143438844499078,Cl.NCc1nc(nn1)c2ccccc2,6.247704748002459,OC(=O)c1c2c(nccn2)cc(F)c1,18.0046385218193,OC(CCCN1CC2=C(C=C(C=C2)N3CCC(C=O)CC3)C1=O)=O-Cl.NC[C@@H]1O[C@H](CC1)c2ccccc2,62.52681315304241,OC(CCCCCN(C1=O)C(C2=C(C=O)C=CC3=CC=CC1=C32)=O)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,71.89804855562384,Nc1cc(nn1)c2occc2-O=Cc1cc(ccc1)OC(C(O)=O)c2ccccc2,47.81445912722803,O=C1C2=C(C=C(C=C2)C=O)CN1CCCC(O)=O-Nc1cc(nn1)c2occc2-O=Cc1cc(ccc1)OC(C(O)=O)c2ccccc2,21.95658228334357
8,O=C1C2=C(C=C(C=C2)N3CCC(C=O)CC3)CN1CCCC(O)=O,1.275305393362016,Nc1cc2c(cc1)nc(S)n2,6.217405500921942,N#Cc1c(C)nc(C(O)=O)cc1,17.071316072526123,O=C1C2=C(C=C(C=C2)N3CCC(C=O)CC3)CN1CCCC(O)=O-Cl.NC[C@@H]1O[C@H](CC1)c2ccccc2,59.72710510141364,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-O=C1Oc2c(ccc(S(=O)(=O)Cl)c2)N1,71.24836739397664,Nc1cnc(cc1)N2C(=O)CC(=N2)C3CC3-X,41.13449792563,O=C(O)CCC1=CC=CC(C2=CN=C(C=O)C=C2)=C1-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(cnc1)c2ccc(F)cc2,21.557371696373696
9,OC(CCCN1CC2=C(C=CC(N3CCC(C=O)C3)=C2)C1=O)=O,1.27314459127228,Nc1cc2c(cc1)ccn2,6.187106253841425,OC(=O)c1c2c(ncc1)nc(CC3CC3)n2,13.287117778119235,OC(CCCC1=CC(C=O)=CC=C1)=O-Cl.Cl.O1CCN(CC1)[C@H]2[C@H](N)C2,52.49452596803934,OC(CCCN1CC2=C(C=C(C=C2)C=O)C1=O)=O-O=C1Oc2c(ccc(S(=O)(=O)Cl)c2)N1,71.0318070067609,Cl.NCC1C(=O)Nc2c(cccc2)C1-OC(=O)CCc1oc(cn1)c2ccc(Cl)cc2,38.32188268285188,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(ccc1)c2nnnn2,20.359739935464045
10,OC(CCCN(CC1=C2C=CC(C3=CC(C=O)=CC=C3)=C1)C2=O)=O,1.254417639827904,Nc1cc(ccc1)C(N)=S,5.4114455285802086,OC(=O)c1cn2c(cccc2)c1,11.810771358328212,OC(CCCC1=CC=C(C=O)C=C1)=O-Cl.Cl.O1CCN(CC1)[C@H]2[C@H](N)C2,52.26121696373694,OC(CCC(C=C1)=CN=C1C2=CC=C(C=O)C=C2)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,70.3821258451137,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(no1)c2c(OC)cccc2,37.97030577750461,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1nn(cc1)c2ccccc2,18.76289758758451
11,O=C1C2=C(C=C(C=C2)C=O)CN1CCCC(O)=O,1.1763406576521205,NCc1nc(sc1)c2sccc2,5.108453057775046,OC(=O)c1c2c(ccc1)NC(=O)C(C)O2,11.573198371235405,OC(CCC(C=C1)=CN=C1C2=CC=C(C=O)C=C2)=O-Cl.Cl.O1CCN(CC1)[C@H]2[C@H](N)C2,50.511399431468966,OC(CCC1=CC=NC(C2=CC=C(C=O)C=C2)=C1)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,68.86620313460357,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cn(nc1)c2ccc(F)cc2,35.86084434542102,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Cl.NCC1C(=O)Nc2c(cccc2)C1-OC(=O)CCc1oc(cn1)c2ccc(Cl)cc2,17.964476413644743
12,O=C1C2=C(C=C(C=O)C=C2)N=C(C)N1CCCC(O)=O,1.0697410878918254,NCc1cnc(cc1)n2nccc2,5.108453057775046,O=Cc1cnc(cc1)c2ncccc2,11.471381376767056,O=C(O)CCC1=CC=CC(C2=CN=C(C=O)C=C2)=C1-Cl.NCC1C(=O)Nc2c(cccc2)C1,46.77845536263061,OC(CCC(C=C1)=CC=C1C2=CN=C(C=O)C=C2)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,66.05091810079901,Cl.NCC1C(=O)Nc2c(cccc2)C1-OC(=O)CC1c2c(cccc2)C(=O)O1,35.15769053472649,O=C1C2=C(C=CC(N3CCC(C=O)CC3)=C2)N=C(C)N1CCCC(O)=O-NC1Cc2c(CC1)n(C)nn2-O=Cc1c2c(ccc(Cl)c2)nn1,17.56526582667486
13,O=C1C2=C(C=CC(C=O)=C2)N=C(C)N1CCCC(O)=O,1.0334396127842655,NCc1oc(nn1)N2CCOCC2,4.999375768285187,OC(=O)c1nc(cc1)c2ccccc2,11.1319913952059,OC(CCCN1CC2=C(C=C(C=C2)C=O)C1=O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1,46.07852834972342,O=C(O)CCC1=CC=CC(C2=CN=C(C=O)C=C2)=C1-OC(=O)c1nc2c(cc1)C(=O)NC=C2,66.05091810079901,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1nn(nc1)c2ccccc2,34.806113629379226,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-NCc1nc(sc1)c2sccc2-O=C1Nc2c(OC1)c(ccc2)C(O)=O,16.766844652735095
14,OC(CCC(C=C1)=CN=C1C2=CC=C(C=O)C=C2)=O,0.9349070374923172,Cl.NCCN1c2c(cccc2)NS1(=O)=O,4.811520436385987,OC(=O)c1cc2c(cc1)CS(=O)(=O)N2,10.962296404425324,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Nc1ccc(cc1)C(C(F)(F)F)(O)C(F)(F)F,45.495255838967424,O=C1C2=C(C=C(C=O)C=C2)N=C(C)N1CCCC(O)=O-O=C1Oc2c(ccc(S(=O)(=O)Cl)c2)N1,64.31843500307315,Nc1ccc(cc1)C(C(F)(F)F)(O)C(F)(F)F-OC(=O)Cc1cc(nn1)C(F)(F)F,34.45453672403196,OC(CCCN1CC2=C(C=C(C=C2)N3CCC(C=O)CC3)C1=O)=O-Cl.Cl.COC(=O)[C@H](N)Cc1ncnc1-OC(=O)c1ccc(cc1)c2nccn2,16.766844652735095
15,OC(CCCC1=CC=C(C=O)C=C1)=O,0.861439766441303,Cl.NCCC1c2c(ccc(F)c2)NC1=O,4.490348417332514,OC(=O)CCC1C(=O)Nc2c(cccc2)C1,9.876248463429626,OC(CCC(C=C1)=CC=C1C2=CN=C(C=O)C=C2)=O-Cl.Cl.O1CCN(CC1)[C@H]2[C@H](N)C2,45.495255838967424,OC(CCCN1CC2=C(C=C(C=C2)N3CCC(C=O)CC3)C1=O)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,63.4521934542102,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(nn1)c2ncccc2,31.993498386601107,O=C1C2=C(C=CC(N3CCC(C=O)CC3)=C2)N=C(C)N1CCCC(O)=O-Nc1ccc(cc1)N(CC)c2nc(C)cc(C)n2-OC(=O)CC1c2c(ccc(F)c2)NC1=O,16.766844652735095
16,OC(CCC(C=C1)=CC=C1C2=CC=C(C=O)C=N2)=O,0.8575503226797787,Nc1cc2c(cc1)nc(S)s2,4.48428856791641,OC(=O)Cc1cc(co1)C(F)(F)F,9.723522971727103,OC(CCC(C=C1)=CC=C1C2=CC=C(C=O)C=N2)=O-Cl.Cl.O1CCN(CC1)[C@H]2[C@H](N)C2,45.26194683466503,O=C1C2=C(C=C(C=C2)C=O)CN1CCCC(O)=O-O=C1Oc2c(ccc(S(=O)(=O)Cl)c2)N1,63.01907267977874,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1c(C)nn(c1)c2ccc(F)cc2,29.53246004917025,OC(CCCN(CC1=C2C=CC(C3=CC(C=O)=CC=C3)=C1)C2=O)=O-NCc1n2c(nn1)ccc(C(F)(F)F)c2-CCN1CCN(CC1)c2c(C=O)cccc2,16.766844652735095
17,OC(CCC1=CC=NC(C2=CC=C(C=O)C=C2)=C1)=O,0.840263905961893,NCC(c1ccccc1)c2ccccc2,4.144937000614628,O=Cc1cc(cnc1)c2ccc(F)cc2,9.672614474492931,O=C(O)CCC1=CC=CC(C2=CN=C(C=O)C=C2)=C1-Cl.Cl.O1CCN(CC1)[C@H]2[C@H](N)C2,44.32871081745544,OC(CCC(C=C1)=CC=C1C2=CC=C(C=O)C=N2)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,61.71971035648433,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1nn(cc1)c2ccccc2,28.477729333128455,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1nn(nc1)c2ccccc2,16.766844652735095
18,OC(CCCCCN(C1=O)C(C2=C(C=O)C=CC3=CC=CC1=C32)=O)=O,0.836806622618316,Cc1cc2c(ccc(N)c2F)n1,4.011620313460357,OC(=O)c1ccc(cc1)C2NC(=O)OC=2,9.6047364781807,OC(CCC(C=C1)=CC=C1C2=CC=C(C=O)C=N2)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1,42.92885679164105,O=C1C2=C(C=C(C=C2)N3CCC(C=O)CC3)CN1CCCC(O)=O-O=C1Oc2c(ccc(S(=O)(=O)Cl)c2)N1,59.98722725875845,NC1Cc2c(NC1)nnc2C-O=Cc1ccc(cc1)c2cnccc2,22.500921942224952,O=C1C2=C(C=CC(N3CCC(C=O)C3)=C2)CN1CCCC(O)=O-NCc1nc(sc1)c2sccc2-OC(=O)c1c2c(ccc1)NC(=O)C(C)O2,15.569212891825444
19,O=C(N1CCCC(O)=O)C2=C3C1=CC=CC3=C(C=O)C=C2,0.7947430086047941,Cl.Cl.NCc1nc(no1)c2cnccc2,3.920722572218808,OC(=O)c1ncc(nc1)Oc2ccccc2,9.45201098647818,O=C1C2=C(C=C(C=C2)C=O)CN1CCCC(O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1,42.22892977873386,OC(CCCN1CC2=C(C=C(C=C2)C=O)C1=O)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,58.90442532267978,NC1Cc2c(CC1)n(C)nn2-O=Cc1c2c(ccc(Cl)c2)nn1,21.09461432083589,OC(CCCN1CC2=C(C=C(C=C2)N3CCC(C=O)CC3)C1=O)=O-NCc1nc(sc1)c2sccc2-OC(=O)c1c2c(ccc1)NC(=O)C(C)O2,15.17000230485556
20,OC(CCCN1CC2=C(C=CC(C#CC=O)=C2)C1=O)=O,0.7776006453595574,Cl.NCCN1c2c(cccc2)OC(C)(C)C1,3.872243776889981,OC(=O)c1c2c(nnn2)cc(F)c1,9.07868200676091,OC(CCC1=CC=NC(C2=CC=C(C=O)C=C2)=C1)=O-Cl.Cl.O1CCN(CC1)[C@H]2[C@H](N)C2,40.47911224646589,OC(CCCN1CC2=C(C=C(C=C2)N3CCC(C=O)CC3)C1=O)=O-O=C1Oc2c(ccc(S(=O)(=O)Cl)c2)N1,58.90442532267978,Cl.NCC1C(=O)Nc2c(cccc2)C1-c1ccc(cc1)n2cc(cn2)c3c(C(O)=O)cno3,21.09461432083589,O=C1C2=C(C=C(N3CCC(C([H])=O)CC3)C=C2)N=C(C)N1CCCC(O)=O-NC1Cc2c(NC1)nnc2C-O=Cc1ccc(cc1)C#CC(C)(C)O,14.77079171788568
21,O=C(O)CCCCC=O,0.7444683466502766,Cl.CCOC(=O)C(N)CCc1nccnc1,3.799525583896743,O=C1C=NC(=CN1)C(O)=O,8.959895513214505,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Nc1cc(nn1)c2occc2,37.32944068838353,OC(CCCC1=CC=C(C=O)C=C1)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,58.68786493546404,Cl.NCC1C(=O)Nc2c(cccc2)C1-c1ccc(cc1)Cn2c(C)c(C(O)=O)c(C)n2,21.09461432083589,OC(CCC(C=C1)=CN=C1C2=CC=C(C=O)C=C2)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(cnc1)c2ccc(F)cc2,13.972370543945912
22,O=C(O)CCCCNC1=NN(C)C2=C1C=CC(C=O)=C2,0.7009641979102642,Nc1cc2c(nc1)ncc2,3.75710663798402,n1nc(nn1)c2ccc(cc2)S(=O)(=O)Cl,8.858078518746158,O=C1C2=C(C=C(N3CCC(C([H])=O)CC3)C=C2)N=C(C)N1CCCC(O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1,36.62951367547634,O=C(O)CCCCNC1=NN(C)C2=C1C=CC(C=O)=C2-OC(=O)c1nc2c(cc1)C(=O)NC=C2,58.47130454824831,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1nc(sc1)c2ccc(F)cc2,20.391460510141368,OC(CCC1=CC=NC(C2=CC=C(C=O)C=C2)=C1)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(cnc1)c2ccc(F)cc2,13.972370543945912
23,OC(CCCC1=CC(C=O)=CC=C1)=O,0.6689843269821758,Nc1c(O)cc2c(cccc2)c1,3.696508143822987,OC(=O)Cc1cc2c(ncs2)cc1,8.518688537185003,O=C1C2=C(C=CC(C=O)=C2)N=C(C)N1CCCC(O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1,35.346314151813154,OC(CCCN1CC2=C(C=CC(N3CCC(C=O)C3)=C2)C1=O)=O-O=C1Oc2c(ccc(S(=O)(=O)Cl)c2)N1,58.47130454824831,Cl.NCC1C(=O)Nc2c(cccc2)C1-OC(=O)CN1C(=O)NC(CC1)c2ccccc2,20.0398836047941,OC(CCCN1CC2=C(C=C(C=C2)N3CCC(C=O)CC3)C1=O)=O-Cl.CC(N)c1nc(on1)Cc2c3c(cccc3)on2-NC(=O)c1cc(Cl)ncn1,13.173949370006143
24,O=C1C2=C(C=C(C=O)C=C2)N=NN1CCCC(O)=O,0.5717482329440688,COC(=O)C(N)Cc1c2c(cccc2F)nc1,3.484413414259373,OC(=O)c1c(F)cc2c(nccn2)c1,8.128390058389673,OC(CCC(C=C1)=CN=C1C2=CC=C(C=O)C=C2)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1,34.06311462814997,O=C1C2=C(C=CC(C=O)=C2)N=C(C)N1CCCC(O)=O-O=C1Oc2c(ccc(S(=O)(=O)Cl)c2)N1,58.47130454824831,Cl.NCC1C(=O)Nc2c(cccc2)C1-CCSc1ncc(C=O)cn1,20.0398836047941,OC(CCCN1CC2=C(C=C(C=C2)N3CCC(C=O)CC3)C1=O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(cnc1)c2ccc(F)cc2,13.173949370006143
25,O=C1C2=C(C=CC(C#CC=O)=C2)CN1CCCC(O)=O,0.5717482329440688,Nc1nn(cc1)Cc2nc3n(cccc3)c2,3.338977028272895,OC(=O)c1cc2c(cc1)C(=O)NCC(=O)N2,8.094451060233558,OC(CCCN(CC1=C2C=CC(C3=CC(C=O)=CC=C3)=C1)C2=O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1,33.47984211739398,O=C1C2=C(C=CC(C=O)=C2)N=C(C)N1CCCC(O)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,58.254744161032576,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=C(OCc1ccccc1)N[C@H]2C[C@@H](C(O)=O)C2,19.68830669944684,OC(CCCN1CC2=C(C=C(C=C2)C=O)C1=O)=O-Nc1cc(nn1)c2occc2-O=Cc1cc(ccc1)OC(C(O)=O)c2ccccc2,13.173949370006143
26,OC(CCCN1CC2=C(C=CC=C2C#CC=O)C1=O)=O,0.5085087584511371,Nc1ccc(cc1)c2nc3n(ccc(C)c3)c2,3.332917178856792,OC(=O)c1cc(nn1)c2cocc2,8.094451060233558,O=C1C2=C(C=C(N3CCC(C([H])=O)CC3)C=C2)N=C(C)N1CCCC(O)=O-Cl.NC[C@@H]1O[C@H](CC1)c2ccccc2,33.24653311309158,O=C1C2=C(C=C(C=O)C=C2)N=C(C)N1CCCC(O)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,57.605062999385375,Nc1cc(nn1)c2sccc2-O=Cc1cc(ccc1)OC(C(O)=O)c2ccccc2,18.985152888752307,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cn(nc1)c2ccc(F)cc2,12.375528196066378
27,OC(CCCN1C2=C3C(C=CC=C3C1=O)=C(C=O)C=C2)=O,0.4935271972956361,Nc1ccc(cc1)C(C(F)(F)F)(O)C(F)(F)F,3.314737630608482,OC(=O)CC1c2c(cccc2)C(=O)NN=1,7.805969575906576,OC(CCCN1CC2=C(C=C(C=C2)N3CCC(C=O)CC3)C1=O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1,32.079988091579594,OC(CCCC1=CC=C(C=O)C=C1)=O-O=C1Oc2c(ccc(S(=O)(=O)Cl)c2)N1,55.65601951444376,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=CC1CCN(CC1)C(=O)OCc2ccccc2,18.63357598340504,OC(CCCC1=CC=C(C=O)C=C1)=O-Nc1cc(nn1)c2occc2-O=Cc1cc(ccc1)OC(C(O)=O)c2ccccc2,12.375528196066378
28,OC(CCCCCCN1CCC(CC1)=O)=O,0.0992528426551936,Cl.O=C1CN(CCN1)c2c(N)cccn2,3.060223955132145,O=Cc1cc(ccc1)c2nnnn2,7.772030577750461,O=C1C2=C(C=C(C=C2)C=O)CN1CCCC(O)=O-Nc1cc(nn1)c2occc2,30.91344307006761,O=C1C2=C(C=C(C=C2)C=O)CN1CCCC(O)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,55.00633835279656,Cl.NCC1C(=O)Nc2c(cccc2)C1-OC(=O)CN1C(=O)C(CC)(C)NC1=O,17.578845267363246,OC(CCCN(CC1=C2C=CC(C3=CC(C=O)=CC=C3)=C1)C2=O)=O-NCc1n2c(nn1)ccc(C(F)(F)F)c2-O=Cc1c(cccc1)N(C)C2CCN(C)CC2,11.976317609096498
29,,,COc1c(N)ccc(C)n1,2.9996254609711124,Clc1c2c(CCC2)nc(n1)c3ncccc3,7.364762599877075,OC(CCC(C=C1)=CC=C1C2=CN=C(C=O)C=C2)=O-Cl.NCc1nc(nn1)c2ccccc2,29.396934542102027,O=C(O)CCCCNC1=NN(C)C2=C1C=CC(C=O)=C2-CCCNS(=O)(=O)c1ccc(C(O)=O)cc1,52.84073448063921,NC1Cc2c(NC1)nnc2C-O=Cc1ccc(cc1)C#CC(C)(C)O,17.22726836201598,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(no1)c2c(OC)cccc2,11.976317609096498
30,,,Nc1ccc(cc1)c2nnnn2,2.8602489244007376,OC(=O)c1sc(nc1)CC2CC2,7.347793100799017,O=C1C2=C(C=CC(N3CCC(C=O)CC3)=C2)N=C(C)N1CCCC(O)=O-Cl.NC[C@@H]1O[C@H](CC1)c2ccccc2,27.763771511985247,O=C1C2=C(C=C(N3CCC(C([H])=O)CC3)C=C2)N=C(C)N1CCCC(O)=O-O=C1Oc2c(ccc(S(=O)(=O)Cl)c2)N1,50.458570221266136,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cn(nc1)c2cc(F)ccc2,17.22726836201598,OC(CCCN1CC2=C(C=C(C=C2)C=O)C1=O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(cnc1)c2ccc(F)cc2,11.577107022126617
